cell_id,method_id,seed,population_id,mode,evaluator,team_return,expected_intervention_cost,actual_confusion_loss,residual_bayes_risk,decision_utilization_gap,total_regret,policy_dri,probe_probability,expected_commitment_time,identity_mutual_information_bits,decision_signature_mutual_information_bits,active_frontier_distance,oracle_normalized_return,response_signature_accuracy,belief_brier_score,expected_calibration_error,partner_response_prediction_loss,commitment_time_distribution,applicability_flags
no_identification_needed,gru_ppo_passive,2008,binary-role-allocation--no_identification_needed--identity,greedy,exact_neural_policy_tree,100.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,,{'0': 1.0},"{'policy_dri': False, 'active_frontier_distance': True, 'oracle_normalized_return': False, 'response_signature_accuracy': False, 'belief_calibration': False, 'partner_response_prediction_loss': False}"
no_identification_needed,gru_ppo_passive,2008,binary-role-allocation--no_identification_needed--identity,stochastic,exact_neural_policy_tree,99.9832259010667,0.0,0.01677409893330346,0.0,0.01677409893330346,0.01677409893330346,,0.0,0.023234215943594535,0.0,0.0,0.0,,,,,,"{'0': 0.9769679865858052, '1': 0.022829806893361726, '2': 0.0002022045251164038}","{'policy_dri': False, 'active_frontier_distance': True, 'oracle_normalized_return': False, 'response_signature_accuracy': False, 'belief_calibration': False, 'partner_response_prediction_loss': False}"
no_identification_needed,gru_ppo_passive,2009,binary-role-allocation--no_identification_needed--identity,greedy,exact_neural_policy_tree,100.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,,{'0': 1.0},"{'policy_dri': False, 'active_frontier_distance': True, 'oracle_normalized_return': False, 'response_signature_accuracy': False, 'belief_calibration': False, 'partner_response_prediction_loss': False}"
no_identification_needed,gru_ppo_passive,2009,binary-role-allocation--no_identification_needed--identity,stochastic,exact_neural_policy_tree,99.98576838438396,0.0,0.014231615616037719,0.0,0.014231615616037719,0.014231615616037719,,0.0,0.019290566315633324,0.0,0.0,0.0,,,,,,"{'0': 0.9810471444216091, '1': 0.01861523455528498, '2': 0.00033766588017417195}","{'policy_dri': False, 'active_frontier_distance': True, 'oracle_normalized_return': False, 'response_signature_accuracy': False, 'belief_calibration': False, 'partner_response_prediction_loss': False}"
no_identification_needed,gru_ppo_passive,2010,binary-role-allocation--no_identification_needed--identity,greedy,exact_neural_policy_tree,100.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,,{'0': 1.0},"{'policy_dri': False, 'active_frontier_distance': True, 'oracle_normalized_return': False, 'response_signature_accuracy': False, 'belief_calibration': False, 'partner_response_prediction_loss': False}"
no_identification_needed,gru_ppo_passive,2010,binary-role-allocation--no_identification_needed--identity,stochastic,exact_neural_policy_tree,99.99115423792445,0.0,0.008845762075549476,0.0,0.008845762075549476,0.008845762075549476,,0.0,0.005353994870806961,0.0,0.0,0.0,,,,,,"{'0': 0.9946822771744337, '1': 0.0052814693070572585, '2': 3.626278187485113e-05}","{'policy_dri': False, 'active_frontier_distance': True, 'oracle_normalized_return': False, 'response_signature_accuracy': False, 'belief_calibration': False, 'partner_response_prediction_loss': False}"
no_identification_needed,gru_ppo_active,2001,binary-role-allocation--no_identification_needed--identity,greedy,exact_neural_policy_tree,100.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,,{'0': 1.0},"{'policy_dri': False, 'active_frontier_distance': True, 'oracle_normalized_return': False, 'response_signature_accuracy': False, 'belief_calibration': False, 'partner_response_prediction_loss': False}"
no_identification_needed,gru_ppo_active,2001,binary-role-allocation--no_identification_needed--identity,stochastic,exact_neural_policy_tree,99.98245449837984,0.00437854335758108,0.01316695826257556,0.0,0.01316695826257556,0.01754550162015664,,0.000875708671516216,0.04221158297019339,0.0,0.0,0.00010946358393952699,,,,,,"{'0': 0.9579868262517266, '1': 0.04181470247558075, '2': 0.00019844024730631817}","{'policy_dri': False, 'active_frontier_distance': True, 'oracle_normalized_return': False, 'response_signature_accuracy': False, 'belief_calibration': False, 'partner_response_prediction_loss': False}"
no_identification_needed,gru_ppo_active,2002,binary-role-allocation--no_identification_needed--identity,greedy,exact_neural_policy_tree,100.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,,{'0': 1.0},"{'policy_dri': False, 'active_frontier_distance': True, 'oracle_normalized_return': False, 'response_signature_accuracy': False, 'belief_calibration': False, 'partner_response_prediction_loss': False}"
no_identification_needed,gru_ppo_active,2002,binary-role-allocation--no_identification_needed--identity,stochastic,exact_neural_policy_tree,99.9846375649703,0.0025879217971071086,0.012774513232595526,0.0,0.012774513232595526,0.015362435029702633,,0.0005175843594214217,0.026132124763562234,0.0,0.0,6.469804492767772e-05,,,,,,"{'0': 0.9745247103273869, '1': 0.02481859690419948, '2': 0.0006567639296813771}","{'policy_dri': False, 'active_frontier_distance': True, 'oracle_normalized_return': False, 'response_signature_accuracy': False, 'belief_calibration': False, 'partner_response_prediction_loss': False}"
no_identification_needed,gru_ppo_active,2003,binary-role-allocation--no_identification_needed--identity,greedy,exact_neural_policy_tree,100.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,,{'0': 1.0},"{'policy_dri': False, 'active_frontier_distance': True, 'oracle_normalized_return': False, 'response_signature_accuracy': False, 'belief_calibration': False, 'partner_response_prediction_loss': False}"
no_identification_needed,gru_ppo_active,2003,binary-role-allocation--no_identification_needed--identity,stochastic,exact_neural_policy_tree,99.97507756578139,0.004603600179171301,0.020318834039437114,0.0,0.020318834039437114,0.024922434218608416,,0.0009207200358342602,0.02740012209032789,0.0,0.0,0.00011509000447928253,,,,,,"{'0': 0.9729513864731416, '1': 0.0266970426311651, '2': 0.000351539729581396}","{'policy_dri': False, 'active_frontier_distance': True, 'oracle_normalized_return': False, 'response_signature_accuracy': False, 'belief_calibration': False, 'partner_response_prediction_loss': False}"
no_identification_needed,gru_ppo_active,2004,binary-role-allocation--no_identification_needed--identity,greedy,exact_neural_policy_tree,100.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,,{'0': 1.0},"{'policy_dri': False, 'active_frontier_distance': True, 'oracle_normalized_return': False, 'response_signature_accuracy': False, 'belief_calibration': False, 'partner_response_prediction_loss': False}"
no_identification_needed,gru_ppo_active,2004,binary-role-allocation--no_identification_needed--identity,stochastic,exact_neural_policy_tree,99.9794014575863,0.005458663301289899,0.015139879112406905,0.0,0.015139879112406905,0.020598542413696803,,0.0010917326602579798,0.07794662316862495,0.0,0.0,0.00013646658253224747,,,,,,"{'0': 0.9227396496280562, '1': 0.07657414124240906, '2': 0.000686240963107941}","{'policy_dri': False, 'active_frontier_distance': True, 'oracle_normalized_return': False, 'response_signature_accuracy': False, 'belief_calibration': False, 'partner_response_prediction_loss': False}"
no_identification_needed,gru_ppo_active,2005,binary-role-allocation--no_identification_needed--identity,greedy,exact_neural_policy_tree,100.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,,{'0': 1.0},"{'policy_dri': False, 'active_frontier_distance': True, 'oracle_normalized_return': False, 'response_signature_accuracy': False, 'belief_calibration': False, 'partner_response_prediction_loss': False}"
no_identification_needed,gru_ppo_active,2005,binary-role-allocation--no_identification_needed--identity,stochastic,exact_neural_policy_tree,99.97758363276456,0.005477093937054869,0.01693927329838669,0.0,0.01693927329838669,0.02241636723544156,,0.001095418787410974,0.024144346699515942,0.0,0.0,0.00013692734842637172,,,,,,"{'0': 0.9760753946902696, '1': 0.023704758044383156, '2': 0.00021979432756639354}","{'policy_dri': False, 'active_frontier_distance': True, 'oracle_normalized_return': False, 'response_signature_accuracy': False, 'belief_calibration': False, 'partner_response_prediction_loss': False}"
no_identification_needed,gru_ppo_active,2006,binary-role-allocation--no_identification_needed--identity,greedy,exact_neural_policy_tree,100.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,,{'0': 1.0},"{'policy_dri': False, 'active_frontier_distance': True, 'oracle_normalized_return': False, 'response_signature_accuracy': False, 'belief_calibration': False, 'partner_response_prediction_loss': False}"
no_identification_needed,gru_ppo_active,2006,binary-role-allocation--no_identification_needed--identity,stochastic,exact_neural_policy_tree,99.97662285982513,0.0044776628293944675,0.01889947734547962,0.0,0.01889947734547962,0.023377140174874085,,0.0008955325658788935,0.047672858073159644,0.0,0.0,0.00011194157073486169,,,,,,"{'0': 0.9527322606591042, '1': 0.04686259038245871, '2': 0.00040513384535046434}","{'policy_dri': False, 'active_frontier_distance': True, 'oracle_normalized_return': False, 'response_signature_accuracy': False, 'belief_calibration': False, 'partner_response_prediction_loss': False}"
no_identification_needed,gru_ppo_active,2007,binary-role-allocation--no_identification_needed--identity,greedy,exact_neural_policy_tree,100.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,,{'0': 1.0},"{'policy_dri': False, 'active_frontier_distance': True, 'oracle_normalized_return': False, 'response_signature_accuracy': False, 'belief_calibration': False, 'partner_response_prediction_loss': False}"
no_identification_needed,gru_ppo_active,2007,binary-role-allocation--no_identification_needed--identity,stochastic,exact_neural_policy_tree,99.97906624200142,0.002475893313301847,0.018457864685273023,0.0,0.018457864685273023,0.02093375799857487,,0.0004951786626603694,0.02779179310510154,0.0,0.0,6.189733283254617e-05,,,,,,"{'0': 0.9726561083516572, '1': 0.026895928993140323, '2': 0.00044793205598060834}","{'policy_dri': False, 'active_frontier_distance': True, 'oracle_normalized_return': False, 'response_signature_accuracy': False, 'belief_calibration': False, 'partner_response_prediction_loss': False}"
no_identification_needed,gru_ppo_active,2008,binary-role-allocation--no_identification_needed--identity,greedy,exact_neural_policy_tree,100.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,,{'0': 1.0},"{'policy_dri': False, 'active_frontier_distance': True, 'oracle_normalized_return': False, 'response_signature_accuracy': False, 'belief_calibration': False, 'partner_response_prediction_loss': False}"
no_identification_needed,gru_ppo_active,2008,binary-role-allocation--no_identification_needed--identity,stochastic,exact_neural_policy_tree,99.97951906520888,0.003407700222095201,0.017073234569030243,0.0,0.017073234569030243,0.020480934791125442,,0.0006815400444190402,0.06934265697452077,0.0,0.0,8.519250555238002e-05,,,,,,"{'0': 0.931224651139928, '1': 0.06820807204794764, '2': 0.0005672924632865587}","{'policy_dri': False, 'active_frontier_distance': True, 'oracle_normalized_return': False, 'response_signature_accuracy': False, 'belief_calibration': False, 'partner_response_prediction_loss': False}"
no_identification_needed,gru_ppo_active,2009,binary-role-allocation--no_identification_needed--identity,greedy,exact_neural_policy_tree,100.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,,{'0': 1.0},"{'policy_dri': False, 'active_frontier_distance': True, 'oracle_normalized_return': False, 'response_signature_accuracy': False, 'belief_calibration': False, 'partner_response_prediction_loss': False}"
no_identification_needed,gru_ppo_active,2009,binary-role-allocation--no_identification_needed--identity,stochastic,exact_neural_policy_tree,99.97833045583636,0.005687738984148541,0.01598180517948946,0.0,0.01598180517948946,0.021669544163638,,0.0011375477968297082,0.047762726872211905,0.0,0.0,0.00014219347460371352,,,,,,"{'0': 0.9527277856250294, '1': 0.04678183019919082, '2': 0.0004904483365105363}","{'policy_dri': False, 'active_frontier_distance': True, 'oracle_normalized_return': False, 'response_signature_accuracy': False, 'belief_calibration': False, 'partner_response_prediction_loss': False}"
no_identification_needed,gru_ppo_active,2010,binary-role-allocation--no_identification_needed--identity,greedy,exact_neural_policy_tree,100.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,,{'0': 1.0},"{'policy_dri': False, 'active_frontier_distance': True, 'oracle_normalized_return': False, 'response_signature_accuracy': False, 'belief_calibration': False, 'partner_response_prediction_loss': False}"
